URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
https://shr.tiberbuapps.com/fhir/ValueSet/CitizenshipVS,0.1.0,draft,,CITIZENSHIPVS,Patient's Citizenship ValueSet,"Patient's Citizenship ValueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/ClaimsResponseVS,0.1.0,draft,,KNHTSCLMRSPVS,Claims Response status,"Claims Response status",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/ClaimsStatusVS,0.1.0,draft,,KNHTSCLMVS,Claims status,"Claims status",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/CodeSystemsVS,0.1.0,draft,,PT_CODESYSTEMS,Code Systems ValueSet,"Code Systems ValueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/CurrencyVS,0.1.0,draft,,CURRENCYVS,Currency ValueSet,"Currency ValueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/EmploymentTypeVS,0.1.0,draft,,EMPLOYMENTTYPE,Patient Employment Type,"Patient Employment Type",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/FacilityApprovalStatusVS,0.1.0,draft,,FACILITYAPPROVALSTATUS,Code Systems Facility Approval Status,"Code Systems Facility Approval Status",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/FacilityCategoryVS,0.1.0,draft,,FACILITYCATEGORY,Code Systems Facility Category,"Code Systems Facility Category",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/FacilityLevelVS,0.1.0,draft,,FACILITYCATEGORY,Code Systems Facility Level,"Code Systems Facility Level",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/IdentifierUseVs,0.1.0,draft,,IDENTIFIERUSE,Patient identifier usage valueSet,"Patient identifier usage valueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/KenyaCountiesVS,0.1.0,draft,,KHTS1VS,Counties in Kenya,"Counties in Kenya",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/LicenseRenewalDurationVS,0.1.0,draft,,LICENSECURRENTRENEWALDURATION,Practitioner's License Current Renewal Duration,"Practitioner's License Current Renewal Duration",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/MaritalStatusVS,0.1.0,draft,,MARITALSTATUSVS,Patient's Marital (Civil) Status,"Patient's Marital (Civil) Status",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/PatientContactRlshipVS,0.1.0,draft,,PT_CONTACTRELATIONSHIP,Patient Contact Relationship ValueSet,"Patient Contact Relationship ValueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/PatientIdentifierTypesVS,0.1.0,draft,,PT_IDENTIFIERTYPES,Patient Identifier Types ValueSet,"Patient Identifier Types ValueSet",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/PractitionerOperationalStatusVS,0.1.0,draft,,PRACTQUALIFICATIONTYPE,Practitioner's Operational Status,"Practitioner's Operational Status",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/PractitionerQualificationTypeVS,0.1.0,draft,,PRACTQUALIFICATIONTYPE,Practitioner's Qualifification Type,"Practitioner's Qualifification Type",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/PrimaryCareNetworkVS,0.1.0,draft,,PRIMARYCARENETWORKS,Primary Care Networks,"Primary Care Networks",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/SalutationVS,0.1.0,draft,,PT_TITLE,Salutation,"Salutation",,"Internal"
https://shr.tiberbuapps.com/fhir/ValueSet/patientEmploymentVs,0.1.0,draft,,PatientEmployment,Patient's employment Options,"ValueSet for Patient's employment",,"Internal"
